1540633018,1,1
1540633021,1,1
1540633022,1,1
1540633023,1,1
1540633024,1,1
1540633025,1,1
1540633026,1,1
1540633027,1,1
1540633028,1,1
1540633029,1,1
1540633030,1,1
1540633031,1,1
1540633032,1,1
1540633033,1,1
1540633034,1,1
1540633035,1,1
1540633036,1,1
1540633037,1,1
1540633038,1,1
1540633039,1,1
1540633040,1,1
1540633041,1,1
1540633042,1,1
1540633043,1,1
1540633044,1,1
1540633045,1,1
1540633046,1,1
1540633047,1,1
1540633049,1,1
1540633050,1,1
1540633051,1,1
1540633052,1,1
1540633053,1,1
1540633054,1,1
1540633055,1,1
1540633056,1,1
1540633057,1,1
1540633058,1,1
1540633059,1,1
1540633060,1,1
1540633061,1,1
1540633062,1,1
1540633063,1,1
1540633064,1,1
1540633065,1,1
1540633066,1,1
1540633067,1,1
1540633068,1,1
1540633069,1,1
1540633070,1,1
1540633071,1,1
1540633072,1,1
1540633073,1,1
1540633074,1,1
1540633075,1,1
1540633076,1,1
1540633077,1,1
1540633078,1,1
1540633079,1,1
1540633080,1,1
1540633081,1,1
1540633082,2,1
1540633083,2,1
1540633084,4,1
1540633085,4,2
1540633088,4,4
1540633090,4,4
1540633092,4,4
1540633095,4,4
1540633097,4,4
1540633099,4,4
1540633101,4,4
1540633103,4,4
1540633105,4,4
1540633108,4,4
1540633110,4,4
1540633112,4,4
1540633114,4,4
1540633116,4,4
1540633118,4,4
1540633121,4,4
1540633123,4,4
1540633125,4,4
1540633127,4,4
1540633130,4,4
1540633132,4,4
1540633134,4,4
1540633136,4,4
1540633138,4,4
1540633140,4,4
1540633142,2,2
1540633143,2,2
1540633145,2,2
1540633146,2,2
1540633147,2,2
1540633149,2,2
1540633150,2,2
1540633151,2,2
1540633152,2,2
1540633154,2,2
1540633155,2,2
1540633156,2,2
1540633158,2,2
1540633159,2,2
1540633160,2,2
1540633162,2,2
1540633163,2,2
1540633164,2,2
1540633165,2,2
1540633167,2,2
1540633168,2,2
1540633169,2,2
1540633171,2,2
1540633172,2,2
1540633173,2,2
1540633175,2,2
1540633176,2,2
1540633177,2,2
1540633179,2,2
1540633180,2,2
1540633181,2,2
1540633183,2,2
1540633184,2,2
1540633185,2,2
1540633186,2,2
1540633188,2,2
1540633189,2,2
1540633190,2,2
1540633192,2,2
1540633193,2,2
1540633194,2,2
1540633196,2,2
1540633197,2,2
1540633198,2,2
1540633200,2,2
1540633201,2,2
1540633202,1,1
1540633203,1,1
1540633204,1,1
1540633206,1,1
1540633207,1,1
1540633208,1,1
1540633209,1,1
1540633210,1,1
1540633211,1,1
1540633212,1,1
1540633213,1,1
1540633214,1,1
1540633215,1,1
1540633216,1,1
1540633217,1,1
1540633218,1,1
1540633219,1,1
1540633220,1,1
1540633221,1,1
1540633222,1,1
1540633223,1,1
1540633224,1,1
1540633225,1,1
1540633226,1,1
1540633227,1,1
1540633228,1,1
1540633229,1,1
1540633230,1,1
1540633231,1,1
1540633232,1,1
1540633233,1,1
1540633234,1,1
1540633235,1,1
1540633236,1,1
1540633237,1,1
1540633238,1,1
1540633239,1,1
1540633240,1,1
1540633241,1,1
1540633242,1,1
1540633243,1,1
1540633244,1,1
1540633245,1,1
1540633246,1,1
1540633247,1,1
1540633248,1,1
1540633249,1,1
1540633250,1,1
1540633251,1,1
1540633252,1,1
1540633253,1,1
1540633254,1,1
1540633255,1,1
1540633256,1,1
1540633258,1,1
1540633259,1,1
1540633260,1,1
1540633261,1,1
1540633262,1,1
1540633263,1,1
1540633264,1,1
1540633265,1,1
1540633266,3,1
1540633267,3,1
1540633268,3,1
1540633269,3,3
1540633271,3,3
1540633272,3,3
1540633274,3,3
1540633275,3,3
1540633276,3,3
1540633278,3,3
1540633279,3,3
1540633281,3,3
1540633282,3,3
1540633284,3,3
1540633285,3,3
1540633287,3,3
1540633288,3,3
1540633290,3,3
1540633291,3,3
1540633293,3,3
1540633294,3,3
1540633296,3,3
1540633297,3,3
1540633298,3,3
1540633300,3,3
1540633302,3,3
1540633303,3,3
1540633304,3,3
1540633306,3,3
1540633307,3,3
1540633309,3,3
1540633310,3,3
1540633312,3,3
1540633313,3,3
1540633315,3,3
1540633316,3,3
1540633317,3,3
1540633319,3,3
1540633320,3,3
1540633322,3,3
1540633323,1,1
1540633324,1,1
1540633325,1,1
1540633326,1,1
1540633327,1,1
1540633328,1,1
1540633329,1,1
1540633330,1,1
1540633331,1,1
1540633332,1,1
1540633333,1,1
1540633334,1,1
1540633335,1,1
1540633336,1,1
1540633337,1,1
1540633338,1,1
1540633339,1,1
1540633340,1,1
1540633341,1,1
1540633342,1,1
1540633343,1,1
1540633344,1,1
1540633346,1,1
1540633347,1,1
1540633348,1,1
1540633349,1,1
1540633350,1,1
1540633351,1,1
1540633352,1,1
1540633353,1,1
1540633354,1,1
1540633355,1,1
1540633356,1,1
1540633357,1,1
1540633358,1,1
1540633359,1,1
1540633360,1,1
1540633361,1,1
1540633362,1,1
1540633363,1,1
1540633364,1,1
1540633365,1,1
1540633366,1,1
1540633367,1,1
1540633368,1,1
1540633369,1,1
1540633370,1,1
1540633371,1,1
1540633372,1,1
1540633373,1,1
1540633374,1,1
1540633375,1,1
1540633376,1,1
1540633377,1,1
1540633378,1,1
1540633379,1,1
1540633380,1,1
1540633381,1,1
1540633382,1,1
1540633383,1,1
1540633384,1,1
1540633385,2,1
1540633387,2,1
1540633388,4,2
1540633389,4,3
1540633391,4,4
1540633393,4,4
1540633395,4,4
1540633397,4,4
1540633400,4,4
1540633402,4,4
1540633404,4,4
1540633406,4,4
1540633409,4,4
1540633411,4,4
1540633413,4,4
1540633415,4,4
1540633417,4,4
1540633419,4,4
1540633422,4,4
1540633424,4,4
1540633426,4,4
1540633428,4,4
1540633430,4,4
1540633433,4,4
1540633435,4,4
1540633437,4,4
1540633439,4,4
1540633441,4,4
1540633444,4,2
1540633445,2,2
1540633447,2,2
1540633448,2,2
1540633449,2,2
1540633451,2,2
1540633452,2,2
1540633453,2,2
1540633454,2,2
1540633456,2,2
1540633457,2,2
1540633458,2,2
1540633460,2,2
1540633461,2,2
1540633462,2,2
1540633463,2,2
1540633465,2,2
1540633466,2,2
1540633467,2,2
1540633469,2,2
1540633470,2,2
1540633471,2,2
1540633473,2,2
1540633474,2,2
1540633475,2,2
1540633476,2,2
1540633478,2,2
1540633479,2,2
1540633480,2,2
1540633482,2,2
1540633483,2,2
1540633484,2,2
1540633486,2,2
1540633487,2,2
1540633488,2,2
1540633489,2,2
1540633491,2,2
1540633492,2,2
1540633493,2,2
1540633495,2,2
1540633496,2,2
1540633497,2,2
1540633499,2,2
1540633500,2,2
1540633501,2,2
1540633502,2,2
1540633504,2,2
1540633505,2,2
1540633506,2,2
1540633508,3,2
1540633509,4,2
1540633510,4,3
1540633512,4,4
1540633514,4,4
1540633516,4,4
1540633518,4,4
1540633520,4,4
1540633522,4,4
1540633524,4,4
1540633526,4,4
1540633528,4,4
1540633531,4,4
1540633533,4,4
1540633535,4,4
1540633537,4,4
1540633540,4,4
1540633542,4,4
1540633544,4,4
1540633546,4,4
1540633549,4,4
1540633551,4,4
1540633553,4,4
1540633555,4,4
1540633557,4,4
1540633559,4,4
1540633562,4,4
1540633564,4,4
1540633566,3,3
1540633567,3,3
1540633569,3,3
1540633570,3,3
1540633572,3,3
1540633573,3,3
1540633574,3,3
1540633576,3,3
1540633578,3,3
1540633579,3,3
1540633580,3,3
1540633582,3,3
1540633583,3,3
1540633585,3,3
1540633586,3,3
1540633587,3,3
1540633589,3,3
1540633590,3,3
1540633592,3,3
1540633593,3,3
1540633594,3,3
1540633596,3,3
1540633597,3,3
1540633599,3,3
1540633600,3,3
1540633602,3,3
1540633603,3,3
1540633605,3,3
1540633606,3,3
1540633608,3,3
1540633609,3,3
1540633610,3,3
1540633612,3,3
1540633613,3,3
1540633615,3,3
1540633617,3,3
1540633620,3,3
1540633622,3,3
1540633623,3,3
1540633625,3,3
1540633626,1,1
1540633628,1,1
1540633629,1,1
1540633630,1,1
1540633631,1,1
1540633632,1,1
1540633633,1,1
1540633634,1,1
1540633635,1,1
1540633636,1,1
1540633637,1,1
1540633638,1,1
1540633639,1,1
1540633640,1,1
1540633641,1,1
1540633642,1,1
1540633643,1,1
1540633644,1,1
1540633645,1,1
1540633646,1,1
1540633647,1,1
1540633648,1,1
1540633649,1,1
1540633650,1,1
1540633651,1,1
1540633652,1,1
1540633653,1,1
1540633654,1,1
1540633655,1,1
1540633657,1,1
1540633658,1,1
1540633659,1,1
1540633660,1,1
1540633661,1,1
1540633662,1,1
1540633663,1,1
1540633664,1,1
1540633665,1,1
1540633666,1,1
1540633667,1,1
1540633668,1,1
1540633669,1,1
1540633670,1,1
1540633671,1,1
1540633672,1,1
1540633673,1,1
1540633674,1,1
1540633675,1,1
1540633676,1,1
1540633677,1,1
1540633678,1,1
1540633679,1,1
1540633680,1,1
1540633681,1,1
1540633682,1,1
1540633683,1,1
1540633684,1,1
1540633685,1,1
1540633686,1,1
1540633687,1,1
1540633688,1,1
1540633689,1,1
1540633690,1,1
1540633691,2,1
1540633692,2,1
1540633693,2,1
1540633694,2,2
1540633696,2,2
1540633697,2,2
1540633698,2,2
1540633699,2,2
1540633701,2,2
1540633702,2,2
1540633704,2,2
1540633705,2,2
1540633706,2,2
1540633707,2,2
1540633709,2,2
1540633710,2,2
1540633711,2,2
1540633713,2,2
1540633714,2,2
1540633715,2,2
1540633717,2,2
1540633718,2,2
1540633719,2,2
1540633721,2,2
1540633722,2,2
1540633723,2,2
1540633724,2,2
1540633726,2,2
1540633727,2,2
1540633729,2,2
1540633730,2,2
1540633731,2,2
1540633732,2,2
1540633734,2,2
1540633735,2,2
1540633736,2,2
1540633738,2,2
1540633739,2,2
1540633740,2,2
1540633742,2,2
1540633743,2,2
1540633744,2,2
1540633746,2,2
1540633747,2,2
1540633748,2,2
1540633750,3,2
1540633751,3,2
1540633752,4,3
1540633753,4,4
1540633756,4,4
1540633758,4,4
1540633760,4,4
1540633763,4,4
1540633765,4,4
1540633767,4,4
1540633769,4,4
1540633771,4,4
1540633774,4,4
1540633776,4,4
1540633778,4,4
1540633780,4,4
1540633783,4,4
1540633785,4,4
1540633787,4,4
1540633789,4,4
1540633791,4,4
1540633794,4,4
1540633796,4,4
1540633798,4,4
1540633800,4,4
1540633802,4,4
1540633805,4,4
1540633807,4,4
1540633809,2,2
1540633810,2,2
1540633812,2,2
1540633813,2,2
1540633814,2,2
1540633815,2,2
1540633817,2,2
1540633818,2,2
1540633819,2,2
1540633821,2,2
1540633822,2,2
1540633823,2,2
1540633825,2,2
1540633826,2,2
1540633827,2,2
1540633829,2,2
1540633830,2,2
1540633831,2,2
1540633833,2,2
1540633834,2,2
1540633835,2,2
1540633837,2,2
1540633838,2,2
1540633839,2,2
1540633840,2,2
1540633842,2,2
1540633843,2,2
1540633844,2,2
1540633845,2,2
1540633847,2,2
1540633848,2,2
1540633849,2,2
1540633851,2,2
1540633852,2,2
1540633853,2,2
1540633855,2,2
1540633856,2,2
1540633858,2,2
1540633859,2,2
1540633860,2,2
1540633862,2,2
1540633863,2,2
1540633864,2,2
1540633865,2,2
1540633867,2,2
1540633868,2,2
1540633869,2,2
1540633871,2,2
1540633872,3,2
1540633873,3,2
1540633875,3,3
1540633876,3,3
1540633877,3,3
1540633879,3,3
1540633880,3,3
1540633882,3,3
1540633883,3,3
1540633884,3,3
1540633886,3,3
1540633888,3,3
1540633889,3,3
1540633890,3,3
1540633892,3,3
1540633893,3,3
1540633895,3,3
1540633896,3,3
1540633898,3,3
1540633899,3,3
1540633901,3,3
1540633902,3,3
1540633904,3,3
1540633905,3,3
1540633906,3,3
1540633908,3,3
1540633909,3,3
1540633911,3,3
1540633912,3,3
1540633914,3,3
1540633915,3,3
1540633917,3,3
1540633918,3,3
1540633920,3,3
1540633921,3,3
1540633923,3,3
1540633924,3,3
1540633926,3,3
1540633927,3,3
1540633929,3,3
1540633930,1,1
1540633932,1,1
1540633933,1,1
1540633934,1,1
1540633935,1,1
1540633936,1,1
1540633937,1,1
